RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
10225,480075000,1000,ST CHARLES AVE,,Single Family,1 Sty No Bsmt,D +,Shingles,Hardwood,Heat Pump,0,1969,6,3,0,2,0,,,No Basement,Vinyl,1.00,1377
10226,480076000,1001,SHERIDAN AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10227,480076100,943,ST CHARLES AVE,,Single Family,1 Sty w/ Bsmt,C++,Architectural Shingles,Hardwood,Forced Air,1,1953,7,2,1,2,1,1346,,Full Basement,Brick Veneer,1.00,1346
10228,480076200,800,CALHOUN ST,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1964,9,5,0,2,0,960,936,Partial Basement,Wood,1.00,1184
10229,480076300,939,ST CHARLES AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Hot Water Radiator,1,1967,8,4,0,3,0,1540,1000,Full Basement,Brick Veneer,1.00,1540
10230,480077100,703,WATSON AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Heat Pump,3,2002,9,4,1,3,0,1377,862,Full Basement,Vinyl,2.00,2563
10231,480077101,913,ST CHARLES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1985,7,4,0,4,0,1488,1379,Partial Basement,Brick Veneer,1.00,1488
10232,480077110,915,ST CHARLES AVE,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,2,1985,7,3,1,3,0,1501,743,Full Basement,Brick Veneer,1.00,1597
10233,480077120,917,ST CHARLES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,2,1985,10,5,0,3,0,1344,1224,Full Basement,Wood,1.00,1344
10234,480077130,919,ST CHARLES AVE,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,1985,7,2,0,2,0,,,No Basement,Brick Veneer,1.00,1409
10235,480077140,921,ST CHARLES AVE,,Single Family,1 Story,C,Architectural Shingles,W/W Carpet,Heat Pump,1,1986,5,2,0,3,0,1409,1049,Partial Basement,Wood,1.00,1507
10236,480077150,922,MARSHALL ST,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,1990,9,4,0,4,0,2082,,Full Basement,Wood,2.00,3026
10237,480077160,920,MARSHALL ST,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,1993,5,3,1,2,0,1232,,Full Basement,Hardy Board,1.50,1848
10238,480077170,918,MARSHALL ST,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,0,1994,8,4,0,4,0,1272,,Full Basement,Wood,2.00,2544
10239,480077180,916,MARSHALL ST,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,1994,6,4,1,2,0,928,832,Full Basement,Hardy Board,2.00,1896
10240,480077190,914,MARSHALL ST,,Single Family,2 Story,B,Architectural Shingles,Tile,Forced Air,1,1996,7,3,1,3,0,780,546,Full Basement,Vinyl,2.00,2210
10241,480077200,701,WATSON AVE,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Heat Pump,2,1984,8,3,1,3,2,1536,1536,Full Basement,Wood,1.50,2448
10242,480077201,912,MARSHALL ST,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,2,1996,7,3,2,2,0,876,768,Full Basement,Vinyl,2.00,1940
10243,480077300,904,MARSHALL ST,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Heat Pump,2,1984,7,3,0,2,0,1504,1052,Full Basement,Brick Veneer,1.00,1504
10244,480077400,906,MARSHALL ST,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Heat Pump,1,1984,6,3,0,2,0,1398,354,Full Basement,Wood,1.00,1398
10245,480077500,908,MARSHALL ST,,Single Family,2 Story (Avg),C +,Shingles,Hardwood,Heat Pump,2,1984,6,3,1,2,0,840,96,Full Basement,Brick Veneer,2.00,1680
10246,480077600,910,MARSHALL ST,,Single Family,2 Story (Avg),C,Architectural Shingles,Hardwood,Heat Pump,2,1990,7,3,1,2,0,1050,,Full Basement,Wood,2.00,2100
10247,480077700,907,ST CHARLES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,2,1986,7,3,0,3,0,1501,505,Full Basement,Brick Veneer,1.00,1501
10248,480077800,909,ST CHARLES AVE,,Single Family,1 Story,C +,Shingles,Hardwood,Heat Pump,2,1986,10,5,0,3,0,1421,1305,Full Basement,Brick Veneer,1.00,1946
10249,480077900,911,ST CHARLES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1986,7,3,0,3,0,1248,1180,Partial Basement,Wood,1.00,1344
10250,480078000,634,WATSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Baseboard,0,1966,4,2,0,1,0,,,No Basement,Wood,1.00,1346
10251,480078100,630,WATSON AVE,,Single Family,1 Story,C +,Shingles,Hardwood,Forced Air,1,1959,7,4,1,1,0,1498,744,Full Basement,Brick Veneer,1.00,1498
10252,480078200,628,WATSON AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,2,1959,6,3,0,2,0,1188,588,Full Basement,Brick Veneer,1.00,1188
10253,480078300,0,250 BYPASS,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10254,480078400,636,WATSON AVE,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Baseboard,1,1970,3,1,0,1,0,,,No Basement,Wood,1.00,828
10255,480079000,839,ST CHARLES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1948,5,2,1,1,0,1004,914,Full Basement,Concrete Block,1.00,704
10256,480080000,717,WATSON AVE,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,2,1940,9,4,1,3,0,1337,1128,Full Basement,Wood,1.66,1744
10257,480080100,709,WATSON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10258,480081000,801,WATSON AVE,,Single Family,2 Sty No Bsmt,B -,Shingles,Hardwood,Baseboard,1,1976,6,3,1,2,0,,,No Basement,Wood,2.00,1440
10259,480081100,805,WATSON AVE,,Single Family,2 Sty No Bsmt,C++,Shingles,Hardwood,Baseboard,1,1976,6,3,1,2,0,,,No Basement,Wood,2.00,1440
10260,480081200,807,WATSON AVE,,Single Family,2 Sty No Bsmt,B -,Shingles,Hardwood,Baseboard,1,1976,6,3,1,2,0,,,No Basement,Wood,2.00,1440
10261,480082000,811,WATSON AVE,,Duplex,2 Sty Attached,C,Shingles,Hardwood,Baseboard,0,1973,12,6,2,2,0,,,No Basement,Wood,2.00,2560
10262,480082100,815,WATSON AVE,,Duplex,2 Sty Attached,C,Shingles,Hardwood,Baseboard,0,1973,12,6,2,2,0,,,No Basement,Wood,2.00,2560
10263,480082200,817,WATSON AVE,A&B,Duplex,2 Sty Attached,C,Shingles,Hardwood,Forced Air,0,1976,12,6,2,2,0,,,No Basement,Brick Veneer,2.00,2560
10264,480083000,925,LOCUST AVE,,Single Family-1 Conversion,2 Sty Excellent,B,Metal,Hardwood,Hot Water Radiator,1,1926,8,4,1,2,0,1354,,Full Basement,Brick Veneer,2.00,2314
10265,480083100,0,LOCUST AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10266,480083200,908,ST CHARLES AVE,,Single Family,1.5 Story,B +,Shingles,W/W Carpet,Forced Air,0,1993,8,3,1,3,0,972,717,Walkout Basement,Stucco,1.50,2802
10267,480083300,910,ST CHARLES AVE,,Single Family,1.5 Sty Excellent,B +,Shingles,W/W Carpet,Forced Air,0,1992,9,4,1,3,0,936,920,Partial Basement,Stucco,1.5,1592
10268,480084000,929,LOCUST AVE,,Single Family,2 Sty Excellent,A -,Shingles,Hardwood,Hot Water Radiator,1,1910,7,3,1,2,0,1425,,Full Basement,Aluminum,2.00,2508
10269,480084000,929,LOCUST AVE,,Single Family,2 Story,C -,Shingles,Hardwood,Forced Air,No dat,1925,4,1,No dat,1,No dat,,,No Basement,Wood,2.0,512
10270,480084100,912,ST CHARLES AVE,,Single Family-1 Conversion,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1955,10,5,1,3,0,1200,905,Partial Basement,Brick Veneer,1.50,2482
10271,480084100,912,ST CHARLES AVE,,Single Family-1 Conversion,1 Story,C,Shingles,None,Forced Air,0,1962,4,2,0,1,0,,,No Basement,Brick Veneer,1.00,660
10272,480085000,931,LOCUST AVE,,Single Family,2 Sty Excellent,B +,Metal,Hardwood,Floor Furnace,0,1923,7,3,1,1,0,896,,Full Basement,Brick Veneer,2.00,1621
10273,480086000,945,LOCUST AVE,,Single Family,2 Sty Excellent,B +,Metal,Hardwood,Hot Water Radiator,1,1915,7,3,1,1,0,416,,Partial Basement,Asbestos,2.00,1664
10274,480086100,0,ST CHARLES AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10275,480087000,953,LOCUST AVE,,Single Family,1 Sty Excellent,B++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1920,7,3,2,1,0,1851,64,Partial Basement,Stucco,1.00,2223
10276,480087100,920,ST CHARLES AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1955,4,2,0,1,0,960,,Full Basement,Vinyl,1.00,960
10277,480087200,926,ST CHARLES AVE,,Single Family,1.5 Story,C +,Shingles,Hardwood,Forced Air,1,1955,5,1,0,1,0,999,400,Full Basement,Brick Veneer,1.0,999
10278,480088000,955,LOCUST AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1942,9,3,0,2,0,952,624,Full Basement,Brick Veneer,1.00,1428
10279,480088100,928,ST CHARLES AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Baseboard,0,1984,6,2,0,1,0,544,544,Full Basement,Wood,1.50,816
10280,480089000,957,LOCUST AVE,,Single Family-1 Conversion,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,2,1946,9,5,0,3,0,1224,603,Full Basement,Brick Veneer,1.50,1816
10281,480090000,930,ST CHARLES AVE,,Single Family,1 Sty w/ Bsmt,C++,Architectural Shingles,Hardwood,Forced Air,0,1987,5,3,0,2,1,870,,Partial Basement,Vinyl,1.00,1390
10282,480091000,936,ST CHARLES AVE,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1946,9,3,0,2,0,709,,Partial Basement,Aluminum,1.50,2371
10283,480092000,959,LOCUST AVE,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1946,7,4,0,2,0,1156,,Full Basement,Concrete Block,1.50,1919
10284,480092100,963,LOCUST AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2009,9,4,2,3,0,1067,678,Walkout Basement,Hardy Board,2.00,2134
10285,480093000,975,LOCUST AVE,,Single Family-1 Conversion,2 Story,B++,Architectural Shingles,Hardwood,Hot Water Radiator,2,1917,12,5,0,4,0,1610,1222,Full Basement,Wood,2.00,2802
10286,480093100,940,ST CHARLES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1964,7,3,0,2,0,1363,1016,Full Basement,Brick Veneer,1.00,1363
10287,480093200,906-908,CALHOUN ST,,Duplex,1 Sty Attached,C++,Shingles,W/W Carpet,Heat Pump,0,1991,8,4,0,4,0,,,No Basement,Wood,1.00,1984
10288,480094000,978,LOCUST AVE,,Single Family,2 Sty Excellent,A -,Metal,Hardwood,Hot Water Radiator,0,1925,10,5,0,4,0,2073,,Full Basement,Brick Veneer,2.00,4062
10289,480094000,978,LOCUST AVE,,Single Family,1 Story,C,Shingles,Vinyl,Forced Air,0,1925,3,1,0,1,0,,,No Basement,Concrete Block,1.00,660
10290,480094100,1010,CALHOUN ST,,Duplex,2 Story (Avg),B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1948,8,4,0,2,0,480,,Partial Basement,Concrete Block,2.00,1536
10291,480094200,1008,CALHOUN ST,,Single Family,1.5 Story,C++,Shingles,Hardwood,Forced Air,0,1994,7,3,1,2,0,1376,,Full Basement,Aluminum,1.75,2046
10292,480095000,960,LOCUST AVE,,Single Family,1 Sty Excellent,A -,Shingles,Hardwood,Hot Water Radiator,1,1950,5,3,1,1,0,,,No Basement,Brick Veneer,1.00,1548
10293,480095100,964,LOCUST AVE,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,1,1957,5,2,0,2,0,1218,,Full Basement,Brick Veneer,1.00,1218
10294,480098000,1100,CALHOUN ST,,Single Family,1 Sty w/ Bsmt,C++,Architectural Shingles,Hardwood,Forced Air,0,1925,5,2,0,1,0,864,,Full Basement,Wood,1.00,864
10295,480098100,1102,CALHOUN ST,B,Duplex,2 Story,B -,Architectural Shingles,Tile,Heat Pump,0,1981,13,5,1,3,0,780,523,Partial Basement,Vinyl,2.00,2641
10296,480099000,1104,CALHOUN ST,,Single Family,1 Sty w/ Bsmt,C++,Shingles,Hardwood,Hot Water Radiator,1,1940,5,2,0,1,0,804,,Full Basement,Aluminum,1.00,804
10297,480100000,1106,CALHOUN ST,,Single Family,1.5 Sty Excellent,B++,Metal,Hardwood,Forced Air,1,1928,6,2,0,2,0,504,,Partial Basement,Brick Veneer,1.50,1954
10298,480101000,933,ST CLAIR AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,0,1925,4,2,1,1,0,546,,Full Basement,Wood,2.00,1008
10299,480102000,931,ST CLAIR AVE,,Single Family,2 Sty Excellent,B,Architectural Shingles,Hardwood,Forced Air,0,1936,5,2,0,1,0,576,,Cellar,Brick Veneer,2.00,1201
10300,480102100,0,CALHOUN ST,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10301,480103000,929,ST CLAIR AVE,,Single Family,1 Sty w/ Bsmt,C++,Shingles,Hardwood,Hot Water Radiator,1,1939,6,3,0,2,0,424,,Partial Basement,Stucco,1.00,1524
10302,480104000,950,LOCUST AVE,,Single Family,1.5 Sty Excellent,A -,Metal,Hardwood,Hot Water Radiator,3,1906,11,5,0,4,0,1042,,Partial Basement,Wood,1.66,3395
10303,480104100,923,ST CLAIR AVE,,Single Family-1 Conversion,1 Story,C++,Shingles,Hardwood,Forced Air,1,1960,9,4,0,2,0,1248,936,Full Basement,Brick Veneer,1.00,1248
10304,480104200,925,ST CLAIR AVE,,Single Family-1 Conversion,1 Story,C +,Shingles,Hardwood,Hot Water Radiator,2,1963,10,4,0,3,0,1475,1026,Full Basement,Brick Veneer,1.00,1475
10305,480104300,927,ST CLAIR AVE,,Single Family,1 Story,C +,Shingles,Hardwood,Hot Water Radiator,1,1965,6,3,0,2,0,1176,180,Full Basement,Brick Veneer,1.00,1176
10306,480105000,921,ST CLAIR AVE,,Single Family,1.5 Story,C++,Shingles,Hardwood,Forced Air,0,1952,6,3,0,1,0,,,No Basement,Aluminum,1.50,1345
10307,480106000,919,ST CLAIR AVE,,Single Family,1 Sty w/ Bsmt,C++,Shingles,Other,Forced Air,0,1952,8,3,0,2,0,810,426,Partial Basement,Asbestos,1.00,1293
10308,480107000,940,LOCUST AVE,,Single Family,2.5 Sty Excellent,A,Slate,Hardwood,Hot Water Radiator,1,1913,8,3,0,3,0,709,,Partial Basement,Aluminum,2.50,3669
10309,480107000,940,LOCUST AVE,,Single Family,1 Sty No Bsmt,C++,Metal,None,Hot Water Radiator,0,1913,4,2,0,1,0,,,No Basement,Wood,1.00,240
10310,480108000,932,LOCUST AVE,,Single Family,2 Sty Excellent,A -,Architectural Shingles,Hardwood,Hot Water Radiator,2,1906,7,4,1,2,0,256,,Cellar,Brick Veneer,2.0,2200
10311,480108100,913,ST CLAIR AVE,,Single Family,1 Sty No Bsmt,C++,Shingles,Hardwood,Forced Air,1,1958,7,4,1,1,0,,,No Basement,Brick Veneer,1.00,1635
10312,480109000,930,LOCUST AVE,,Single Family,1.5 Story,B,Metal,Hardwood,Hot Water Radiator,1,1916,8,3,0,2,0,858,,Partial Basement,Brick Veneer,1.50,2525
10313,480110000,918,LOCUST AVE,,Single Family,2 Story (Avg),A,Shingles,Hardwood,Hot Water Radiator,1,1933,7,3,1,1,0,465,,Partial Basement,Brick Veneer,2.00,2090
10314,480111000,911,MARTIN ST,,Single Family,1 Sty w/ Bsmt,B,Shingles,Hardwood,Hot Water Radiator,1,1941,6,2,0,1,0,924,,Partial Basement,Brick Veneer,1.00,1034
10315,480112000,907,MARTIN ST,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1948,6,3,1,1,0,576,,Partial Basement,Brick Veneer,1.50,1820
10316,480113000,912,LOCUST AVE,,Single Family,2 Story (Avg),A -,Shingles,Hardwood,Hot Water Radiator,2,1928,8,4,0,2,0,272,,Partial Basement,Wood,2.00,2527
10317,480114000,0,LOCUST AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10318,480115000,0,MARTIN ST,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10319,480116000,904,MARTIN ST,,Single Family-1 Conversion,1.5 Story,B -,Shingles,Hardwood,Forced Air,1,1950,8,4,0,3,0,843,674,Full Basement,Brick Veneer,1.50,1265
10320,480117000,906,MARTIN ST,,Single Family-1 Conversion,1.5 Story,C++,Shingles,Hardwood,Forced Air,1,1949,8,3,0,2,0,1064,600,Full Basement,Asbestos,1.50,1568
10321,480117100,908,MARTIN ST,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1953,7,4,0,2,0,972,475,Partial Basement,Brick Veneer,1.50,1562
10322,480118000,910,MARTIN ST,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1955,6,3,0,1,0,1226,,Full Basement,Brick Veneer,1.00,1226
10323,480119000,909,ST CLAIR AVE,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,1,1955,7,3,1,1,1,1300,485,Full Basement,Brick Veneer,1.00,988
10324,480120000,907,ST CLAIR AVE,,Single Family-1 Conversion,1 Story,B -,Metal,Hardwood,Forced Air,1,1950,6,3,0,2,0,416,336,Partial Basement,Brick Veneer,1.00,843
10325,480121000,905,ST CLAIR AVE,,Single Family,1.5 Story,C +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1947,7,5,0,2,0,1020,,Full Basement,Brick Veneer,1.50,1394
10326,480122000,901,ST CLAIR AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1957,5,2,0,1,1,811,210,Partial Basement,Brick Veneer,1.00,1156
10327,480123000,0,ST CLAIR AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10328,480124000,0,MARTIN ST,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10329,48A001000,1215,HOLMES AVE,,Single Family-1 Conversion,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,1,1966,8,4,0,2,0,1025,1025,Full Basement,Brick Veneer,1.00,1025
10330,48A002000,1213,HOLMES AVE,,Single Family,1 Sty No Bsmt,C++,Architectural Shingles,W/W Carpet,Heat Pump,0,1965,5,3,0,2,0,,,No Basement,Wood,1.00,1025
10331,48A003000,1211,HOLMES AVE,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,0,1966,5,3,1,1,0,500,,Partial Basement,Aluminum,1.00,1000
10332,48A004000,1209,HOLMES AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,0,1966,5,3,0,1,0,,,No Basement,Wood,1.00,936
10333,48A005000,1207,HOLMES AVE,,Single Family,1 Story,C -,Architectural Shingles,Hardwood,Forced Air,0,1965,5,3,0,1,0,,,No Basement,Wood,1.00,950
10334,48A006000,1205,HOLMES AVE,,Single Family,1 Story,C,Architectural Shingles,W/W Carpet,Heat Pump,0,1966,6,3,1,1,0,500,250,Partial Basement,Wood,1.00,1000
10335,48A007000,707,ELIZABETH AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1959,6,3,0,1,0,,,No Basement,Vinyl,1.00,1032
10336,48A008000,705,ELIZABETH AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1960,5,3,0,1,0,1032,,Full Basement,Wood,1.00,1032
10337,48A009000,703,ELIZABETH AVE,,Single Family-1 Conversion,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1959,7,4,0,2,0,1032,700,Full Basement,Wood,1.00,1032
10338,48A010000,704,ELIZABETH AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1960,7,3,0,1,0,1032,500,Full Basement,Vinyl,1.00,1032
10339,48A011000,706,ELIZABETH AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1960,10,5,1,2,0,1592,1512,Walkout Basement,Wood,1.00,1340
10340,48A012000,708,ELIZABETH AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1959,6,3,0,1,0,528,440,Partial Basement,Vinyl,1.00,1032
10341,48A013000,1111,HOLMES AVE,,Single Family-1 Conversion,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,2,1963,9,4,0,2,0,1400,1300,Full Basement,Concrete Block,1.00,1450
10342,48A014000,1109,HOLMES AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1960,6,3,0,1,0,1036,624,Full Basement,Vinyl,1.00,1036
10343,48A015000,1027,HOLMES AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1958,8,3,0,2,0,936,692,Full Basement,Brick Veneer,1.00,936
10344,48A016000,1025,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1958,7,4,0,2,0,900,463,Partial Basement,Brick Veneer,1.00,1212
10345,48A017000,1023,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1958,8,3,0,2,0,936,556,Full Basement,Brick Veneer,1.00,936
10346,48A018000,1020,HOLMES AVE,,Single Family-1 Conversion,1 Story,C -,Architectural Shingles,Hardwood,Forced Air,1,1957,7,3,0,2,0,910,611,Full Basement,Brick Veneer,1.00,910
10347,48A019000,1022,HOLMES AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,0,1960,8,4,0,2,0,987,900,Full Basement,Brick Veneer,1.00,1083
10348,48A020000,1024,HOLMES AVE,,Single Family,1.5 Story,C +,Architectural Shingles,Hardwood,Heat Pump,0,1955,7,4,1,2,0,725,360,Full Basement,Brick Veneer,1.50,1088
10349,48A021000,1029,SHERIDAN AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1954,6,3,0,1,0,962,,Full Basement,Brick Veneer,1.00,962
10350,48A022000,1031,SHERIDAN AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1954,6,3,0,1,0,962,,Full Basement,Brick Veneer,1.00,962
10351,48A023000,1033,SHERIDAN AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1954,6,3,0,1,0,962,311,Full Basement,Brick Veneer,1.00,962
10352,48A024000,1110,HOLMES AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,2,1960,8,4,0,2,0,1036,912,Full Basement,Wood,1.00,1036
10353,48A025000,1112,HOLMES AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,2,1962,10,5,0,2,0,1032,994,Full Basement,Aluminum,1.00,1032
10354,48A026000,1114,HOLMES AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,1,1960,8,4,0,2,0,1032,930,Full Basement,Aluminum,1.00,1032
10355,48A027000,1116,HOLMES AVE,,Single Family,1 Sty w/ Bsmt,B -,Architectural Shingles,Hardwood,Forced Air,1,1960,8,4,0,2,0,1032,694,Full Basement,Aluminum,1.00,1032
10356,48A028000,1118,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1959,8,4,0,2,0,1032,976,Full Basement,Aluminum,1.00,1032
10357,48A029000,1200,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1964,6,3,0,1,0,1075,534,Full Basement,Brick Veneer,1.00,1075
10358,48A030000,1202,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1964,6,3,0,1,0,1075,300,Full Basement,Brick Veneer,1.00,1075
10359,48A031000,1204,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Baseboard,0,1972,7,4,1,1,0,1032,514,Full Basement,Vinyl,1.00,1032
10360,48A032000,1206,HOLMES AVE,,Single Family,1 Story,C,Shingles,W/W Carpet,Baseboard,0,1972,7,3,1,1,0,1032,453,Full Basement,Vinyl,1.00,1032
10361,48A033000,1208,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,1,1972,7,3,1,1,0,1032,552,Full Basement,Wood,1.00,1032
10362,48A034000,1210,HOLMES AVE,,Single Family,1 Story,C,Shingles,W/W Carpet,Baseboard,1,1972,6,3,1,1,0,1050,412,Full Basement,Vinyl,1.00,1050
10363,48A035000,1212,HOLMES AVE,,Single Family,1 Story,C,Shingles,Hardwood,Baseboard,0,1972,6,3,1,1,0,1050,735,Full Basement,Aluminum,1.00,1050
10364,48A036000,1214,HOLMES AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Baseboard,0,1974,5,3,1,1,0,1050,415,Full Basement,Wood,1.00,1050
10365,48A037000,1216,HOLMES AVE,,Duplex,2 Sty Attached,C,Shingles,Hardwood,Baseboard,0,1973,8,4,0,2,0,972,,Full Basement,Wood,2.00,1944
10366,48A038000,1218,HOLMES AVE,,Duplex,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,0,1973,8,4,0,2,0,884,,Full Basement,Wood,2.00,1768
10367,48A039000,501,LOCHLYN HILL DR,,Common Area,,,,,,,,,,,,,0,0,,,,
10368,48A039001,581,LOCHLYN HILL DR,,Single Family Attached,2.5 Sty Attached,B +,Rubber,Hardwood,Heat Pump,1,2018,6,3,2,2,No dat,,,No Basement,Drivet,2.5,2514
10369,48A039002,579,LOCHLYN HILL DR,,Single Family Attached,2.5 Sty Attached,B +,Rubber,Hardwood,Heat Pump,No dat,2018,7,3,1,2,No dat,,,No Basement,Drivet,2.5,2424
10370,48A039003,577,LOCHLYN HILL DR,,Single Family Attached,2.5 Sty Attached,B +,Rubber,Hardwood,Heat Pump,No dat,2018,7,3,1,2,No dat,,,No Basement,Drivet,2.5,2424
10371,48A039004,575,LOCHLYN HILL DR,,Single Family Attached,2.5 Sty Attached,B++,Rubber,Hardwood,Heat Pump,1,2018,7,3,1,2,No dat,,,No Basement,Drivet,2.5,2424
10372,48A039005,573,LOCHLYN HILL DR,,Single Family Attached,2.5 Sty Attached,B +,Rubber,Hardwood,Heat Pump,No dat,2018,7,3,1,2,No dat,,,No Basement,Drivet,2.5,2424
10373,48A039006,571,LOCHLYN HILL DR,,Single Family Attached,2.5 Sty Attached,B +,Rubber,Hardwood,Heat Pump,1,2018,7,3,1,2,No dat,,,No data,Drivet,2.5,2434
10374,48A039007,569,LOCHLYN HILL DR,,Single Family,2 Sty Transitional,B++,Architectural Shingles,Hardwood,Forced Air,No dat,2019,9,4,2,2,No dat,713,170,Partial Basement,Hardy Board,2.0,2382
10375,48A039008,563,LOCHLYN HILL DR,,Single Family,1 Story,B++,Architectural Shingles,Hardwood,Forced Air,1,2019,9,3,1,3,No dat,,,No Basement,Hardy Board,1.0,2567
10376,48A039009,557,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Hardwood,Forced Air,1,2018,8,3,1,2,No dat,2091,,Full Basement,Hardy Board,2.0,3077
