ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024,Z_score
160099100,93500,2002/07/02 04:00:00+00,3,1985.0,1098.0,C +,2002,5.0,2002.0,21536,13805.0,7731.0,179.86666666666667,163069,-0.4233379643570719
160099101,85950,1985/12/31 05:00:00+00,3,1985.0,1118.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,250579,-0.2542735173746057
160099101,85000,1990/06/06 04:00:00+00,3,1985.0,1118.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,204076,-0.3441147238427308
160099101,485000,2021/01/29 05:00:00+00,3,1985.0,1118.0,B -,2021,6.0,2021.0,26026,17299.0,8727.0,270.96791666666667,561481,0.3463718339651578
160099101,90000,1993/03/22 04:00:00+00,3,1985.0,1118.0,B -,1993,6.0,1993.0,19711,12446.0,7265.0,144.475,195416,-0.3608453616083365
160099110,88600,1998/09/01 04:00:00+00,3,1985.0,1066.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,170504,-0.4089739583770166
160099110,84000,1989/03/03 05:00:00+00,3,1985.0,1066.0,B -,1989,6.0,1989.0,17444,11199.0,6245.0,123.94166666666666,212604,-0.3276391027266701
160099110,90000,1994/04/25 04:00:00+00,3,1985.0,1066.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,190472,-0.3703968943003867
160099120,89400,1998/02/05 05:00:00+00,3,1985.0,1081.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,172043,-0.40600069607663936
160099120,85000,1993/03/08 05:00:00+00,3,1985.0,1081.0,B -,1993,6.0,1993.0,19711,12446.0,7265.0,144.475,184560,-0.38181854908910046
160099120,210000,2018/11/01 04:00:00+00,3,1985.0,1081.0,B -,2018,6.0,2018.0,24639,16777.0,7862.0,251.0995,262352,-0.2315287369572297
160099140,81000,1996/07/02 04:00:00+00,3,1985.0,1066.0,B -,1996,6.0,1996.0,19789,13129.0,6660.0,156.85833333333332,161990,-0.425422532272671
160099140,189600,2018/06/01 04:00:00+00,3,1985.0,1066.0,B -,2018,6.0,2018.0,24639,16777.0,7862.0,251.0995,236866,-0.28076626976256774
160099140,79950,1986/05/09 04:00:00+00,3,1985.0,1066.0,B -,1986,6.0,1986.0,16985,11249.0,5736.0,109.69166666666666,228642,-0.296654579806949
160099150,83300,1994/06/02 04:00:00+00,3,1985.0,1031.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,176292,-0.39779186468333
160099150,198000,2018/05/01 04:00:00+00,3,1985.0,1031.0,B -,2018,6.0,2018.0,24639,16777.0,7862.0,251.0995,247360,-0.2604924461237379
160099150,160000,1990/02/21 05:00:00+00,3,1985.0,1031.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,384144,0.003766625022984259
160099160,200000,2018/06/01 04:00:00+00,3,1985.0,1104.0,B -,2018,6.0,2018.0,24639,16777.0,7862.0,251.0995,249859,-0.2556645172812149
160099160,80950,1985/09/10 04:00:00+00,3,1985.0,1104.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,236002,-0.28243546965049887
160099170,81345,1985/09/26 04:00:00+00,3,1985.0,1081.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,237153,-0.28021180174423876
160099170,82990,1995/07/17 04:00:00+00,3,1985.0,1081.0,B -,1995,6.0,1995.0,20025,13108.0,6917.0,152.38333333333333,170844,-0.4083170973100067
160099170,92000,2000/06/23 04:00:00+00,3,1985.0,1081.0,B -,2000,6.0,2000.0,20810,13718.0,7092.0,172.1916666666667,167605,-0.4145746649454336
160099180,412500,2019/02/01 05:00:00+00,3,1985.0,1118.0,B -,2019,6.0,2019.0,25018,17011.0,8007.0,255.65258333333335,506157,0.23948894669675466
160099180,90000,1990/04/09 04:00:00+00,3,1985.0,1118.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,216081,-0.32092173234433624
160099190,87500,1994/07/15 04:00:00+00,3,1985.0,1098.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,185181,-0.38061881166964995
160099190,200000,2024/08/01 04:00:00+00,3,1985.0,1098.0,B -,2024,6.0,2024.0,26470,17901.0,8569.0,313.69783333333334,200000,-0.35198932886959095
160099200,83300,1994/06/02 04:00:00+00,3,1985.0,1118.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,176292,-0.39779186468333
160099200,84900,1992/11/03 05:00:00+00,3,1985.0,1118.0,B -,1992,6.0,1992.0,19867,12614.0,7253.0,140.30833333333334,189817,-0.3716623178265382
160099201,97500,2001/02/09 05:00:00+00,3,1985.0,1118.0,B -,2001,6.0,2001.0,21133,13766.0,7367.0,177.04166666666666,172758,-0.40461935589160375
160099201,80000,1994/03/11 05:00:00+00,3,1985.0,1118.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,169309,-0.411282631833125
160099201,412500,2019/02/01 05:00:00+00,3,1985.0,1118.0,B -,2019,6.0,2019.0,25018,17011.0,8007.0,255.65258333333335,506157,0.23948894669675466
160099201,84500,1988/08/19 04:00:00+00,3,1985.0,1118.0,B -,1988,6.0,1988.0,17168,11197.0,5971.0,118.27499999999999,224117,-0.3053966278311252
160099210,91000,1998/12/23 05:00:00+00,3,1985.0,1081.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,175122,-0.40005223953157004
160099210,83487,1985/08/30 04:00:00+00,3,1985.0,1081.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,243398,-0.2681468094987183
160099210,150000,2008/08/18 04:00:00+00,3,1985.0,1081.0,B -,2008,6.0,2008.0,22813,15207.0,7606.0,215.25424999999998,218600,-0.3160551646155186
160099210,88750,1990/04/02 04:00:00+00,3,1985.0,1081.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,213080,-0.32671949723285615
160099220,85231,1985/09/06 04:00:00+00,3,1985.0,1081.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,248483,-0.2583228726582904
160099220,204000,2018/06/01 04:00:00+00,3,1985.0,1081.0,B -,2018,6.0,2018.0,24639,16777.0,7862.0,251.0995,254856,-0.2460105915404838
160099230,84500,1985/08/30 04:00:00+00,3,1985.0,1098.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,246351,-0.26244177793730555
160099230,83900,1996/01/16 05:00:00+00,3,1985.0,1098.0,B -,1996,6.0,1996.0,19789,13129.0,6660.0,156.85833333333332,167789,-0.41421918719152234
160099240,193000,2012/12/18 05:00:00+00,3,1985.0,1116.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,263707,-0.22891095241076367
160099240,92500,1990/06/01 04:00:00+00,3,1985.0,1116.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,222083,-0.3093262025672963
160099240,84950,1985/11/19 05:00:00+00,3,1985.0,1116.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,247663,-0.25990706699637317
160099240,210000,2006/05/16 04:00:00+00,3,1985.0,1116.0,B -,2006,6.0,2006.0,22371,14678.0,7693.0,201.5583333333333,326836,-0.10694923976585327
160099240,104000,2003/07/24 04:00:00+00,3,1985.0,1116.0,B -,2003,6.0,2003.0,21446,13829.0,7617.0,184.0,177307,-0.3958309412038739
160099300,83300,1994/06/02 04:00:00+00,3,1985.0,1066.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,176292,-0.39779186468333
160099300,198000,2018/04/25 04:00:00+00,3,1985.0,1066.0,B -,2018,6.0,2018.0,24639,16777.0,7862.0,251.0995,247360,-0.2604924461237379
160099300,160000,1990/02/21 05:00:00+00,3,1985.0,1066.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,384144,0.003766625022984259
160099400,86000,1989/05/26 04:00:00+00,3,1985.0,1081.0,B -,1989,6.0,1989.0,17444,11199.0,6245.0,123.94166666666666,217667,-0.3178576686611664
160099400,82000,1994/08/01 04:00:00+00,3,1985.0,1081.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,173541,-0.4031066434931662
160099500,150000,2008/08/18 04:00:00+00,3,1985.0,1098.0,B -,2008,6.0,2008.0,22813,15207.0,7606.0,215.25424999999998,218600,-0.3160551646155186
160099500,88600,1998/09/01 04:00:00+00,3,1985.0,1098.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,170504,-0.4089739583770166
160099500,90000,1993/06/29 04:00:00+00,3,1985.0,1098.0,B -,1993,6.0,1993.0,19711,12446.0,7265.0,144.475,195416,-0.3608453616083365
160099500,84000,1988/12/05 05:00:00+00,3,1985.0,1098.0,B -,1988,6.0,1988.0,17168,11197.0,5971.0,118.27499999999999,222791,-0.3079583859924639
160099600,122000,2004/11/29 05:00:00+00,3,1985.0,1118.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,202591,-0.34698366115011237
160099600,83950,1986/06/16 04:00:00+00,3,1985.0,1118.0,B,1986,6.5,1986.0,16985,11249.0,5736.0,109.69166666666666,240081,-0.27455506879069447
160099600,212000,2006/05/31 04:00:00+00,3,1985.0,1118.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,329948,-0.10093702905839773
160099600,225000,2020/01/03 05:00:00+00,3,1985.0,1118.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,272669,-0.21159686746210796
160099700,86500,1993/03/03 05:00:00+00,3,1985.0,1066.0,B,1993,6.5,1993.0,19711,12446.0,7265.0,144.475,187817,-0.3755262064560083
160099700,85000,1991/04/01 04:00:00+00,3,1985.0,1066.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,195821,-0.36006292416086877
160099700,90000,1998/12/28 05:00:00+00,3,1985.0,1066.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,173198,-0.4037693003931203
160099700,150000,2008/08/18 04:00:00+00,3,1985.0,1066.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,218600,-0.3160551646155186
160099800,84000,1989/08/02 04:00:00+00,3,1987.0,1081.0,B,1989,6.5,1989.0,17444,11199.0,6245.0,123.94166666666666,212604,-0.3276391027266701
160099800,89000,1993/03/22 04:00:00+00,3,1987.0,1081.0,B,1993,6.5,1993.0,19711,12446.0,7265.0,144.475,193245,-0.36503961271562635
160099800,485000,2021/01/29 05:00:00+00,3,1987.0,1081.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,561481,0.3463718339651578
160099900,83000,1997/06/10 04:00:00+00,3,1985.0,1081.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,162198,-0.42502068785520614
160099900,90000,1990/08/22 04:00:00+00,3,1985.0,1081.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,216081,-0.32092173234433624
160127000,485000,2021/01/29 05:00:00+00,4,1950.0,1759.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,561481,0.3463718339651578
160127000,212000,2007/03/16 04:00:00+00,4,1950.0,1759.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,320741,-0.11872444036416353
160128100,131500,2006/06/16 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,204661,-0.34298453641861076
160128101,129900,2006/05/31 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171,-0.34779507776230106
160128110,169900,2006/07/25 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,264425,-0.22752381639278388
160128120,169900,2006/06/06 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,264425,-0.22752381639278388
160128120,215000,2024/05/31 04:00:00+00,2,1966.0,771.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,215000,-0.3230101641485648
160128130,143400,2007/03/26 04:00:00+00,2,1966.0,777.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,216954,-0.3192351449575725
160128140,143400,2007/03/26 04:00:00+00,2,1966.0,816.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,216954,-0.3192351449575725
160128150,221000,2022/12/15 05:00:00+00,2,1966.0,822.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,236914,-0.28067353643546045
160128150,328974,2019/08/12 04:00:00+00,2,1966.0,822.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,403666,0.041482041935242346
160128150,145403,2006/11/06 05:00:00+00,2,1966.0,822.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,226299,-0.30118112533637326
160128160,125000,2013/02/28 05:00:00+00,2,1966.0,771.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,168327,-0.41317980115019487
160128160,149900,2019/03/05 05:00:00+00,2,1966.0,771.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,183934,-0.3830279462301246
160128160,225000,2023/11/08 05:00:00+00,2,1966.0,771.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,231641,-0.2908606788070585
160128160,144900,2007/02/01 05:00:00+00,2,1966.0,771.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,219223,-0.31485156330743863
160128170,165000,2006/07/14 04:00:00+00,2,1966.0,777.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128170,111000,2015/08/24 04:00:00+00,2,1966.0,777.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,146920,-0.45453693309572857
160128180,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128190,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128200,139900,2006/03/28 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,217735,-0.3177262964477644
160128200,105325,2016/07/21 04:00:00+00,1,1966.0,615.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,137664,-0.4724190096729164
160128201,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128201,127500,2014/08/18 04:00:00+00,2,1966.0,771.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,168964,-0.4119491526217086
160128210,165000,2006/07/14 04:00:00+00,2,1966.0,777.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128210,123000,2014/12/30 05:00:00+00,2,1966.0,777.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,163001,-0.42346933657047386
160128210,210000,2018/06/25 04:00:00+00,2,1966.0,777.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,262352,-0.2315287369572297
160128220,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128220,137000,2010/06/02 04:00:00+00,2,1966.0,854.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,197071,-0.35764799376744993
160128230,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128230,115000,2012/03/09 05:00:00+00,2,1966.0,854.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,157131,-0.43480984969796876
160128240,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128240,115080,2015/03/20 04:00:00+00,2,1966.0,771.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,152321,-0.44410250185184447
160128240,160000,2018/01/16 05:00:00+00,2,1966.0,771.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,199887,-0.352207638577156
160128250,164900,2008/05/21 04:00:00+00,2,1966.0,771.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,240314,-0.2741049257653612
160128260,148000,2008/05/27 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,215685,-0.3216867822929713
160128260,160000,2011/09/20 04:00:00+00,2,1966.0,854.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,223150,-0.307264817983474
160128270,105000,2009/05/18 04:00:00+00,1,1966.0,615.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,153512,-0.441801556172995
160128270,105500,2016/02/09 05:00:00+00,1,1966.0,615.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,137893,-0.4719765944248421
160128280,155000,2022/11/16 05:00:00+00,1,1966.0,564.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,166161,-0.41736439253591107
160128280,96000,2015/10/09 04:00:00+00,1,1966.0,564.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,127066,-0.4928937555204787
160128280,139900,2019/07/16 04:00:00+00,1,1966.0,564.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,171663,-0.4067348349162387
160128280,129900,2006/05/31 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171,-0.34779507776230106
160128280,129500,2007/09/12 04:00:00+00,1,1966.0,564.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,195924,-0.3598639338964511
160128290,132000,2010/12/28 05:00:00+00,2,1966.0,771.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,189879,-0.3715425372790246
160128290,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128300,152000,2008/08/08 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,221515,-0.31042354693806584
160128301,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128310,389700,2006/03/10 05:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,606514,0.4333730822906223
160128310,230000,2011/04/01 04:00:00+00,1,1966.0,615.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,320778,-0.11865295842451834
160128320,230000,2011/04/01 04:00:00+00,1,1966.0,564.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,320778,-0.11865295842451834
160128320,389700,2006/03/10 05:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,606514,0.4333730822906223
160128330,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128340,171500,2007/10/26 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,259468,-0.23710046436092563
160128340,180000,2020/12/23 05:00:00+00,2,1966.0,854.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,218135,-0.3169535187218704
160128340,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799,-0.24225682373695354
160128350,129900,2006/05/31 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171,-0.34779507776230106
160128360,129900,2006/05/31 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171,-0.34779507776230106
160128370,1685700,2006/06/09 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,2623560,4.330193634549741
160128370,95000,2011/12/22 05:00:00+00,2,1966.0,771.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,132495,-0.482405229835782
160128380,157500,2008/09/08 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,229530,-0.29493901325546423
160128390,141900,2013/10/09 04:00:00+00,0,1966.0,615.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,191085,-0.3692126124354541
160128390,158000,2020/10/09 04:00:00+00,0,1966.0,615.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,191474,-0.36846108609702216
160128390,129900,2006/06/09 04:00:00+00,0,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171,-0.34779507776230106
160128400,224000,2009/05/07 04:00:00+00,2,1966.0,771.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,327492,-0.10568188429538707
160128400,110000,2009/09/02 04:00:00+00,2,1966.0,771.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,160822,-0.4276790432322816
160128401,406000,2009/10/09 04:00:00+00,1,1966.0,564.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,593580,0.4083853145238389
160128401,106000,2015/03/30 04:00:00+00,1,1966.0,564.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,140302,-0.46732254057064526
160128401,1685700,2006/06/09 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,2623560,4.330193634549741
160128410,1685700,2006/06/09 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,2623560,4.330193634549741
160128410,120000,2010/08/03 04:00:00+00,2,1966.0,771.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,172617,-0.4048917600399814
160128420,189800,2007/02/01 05:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,287154,-0.18361265406317043
160128420,160000,2013/04/26 04:00:00+00,2,1966.0,854.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,215459,-0.32212340170810144
160128420,265000,2023/07/13 04:00:00+00,2,1966.0,854.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,272821,-0.21130321192626822
160128430,105325,2016/07/21 04:00:00+00,1,1966.0,615.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,137664,-0.4724190096729164
160128430,139900,2006/03/28 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,217735,-0.3177262964477644
160128440,1685700,2006/06/09 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,2623560,4.330193634549741
160128440,406000,2009/10/09 04:00:00+00,1,1966.0,564.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,593580,0.4083853145238389
160128440,109000,2015/07/01 04:00:00+00,1,1966.0,564.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,144273,-0.4596507896968323
160128450,270000,2024/07/17 04:00:00+00,2,1966.0,771.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,270000,-0.21675322683813586
160128450,185000,2019/06/06 04:00:00+00,2,1966.0,771.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,227003,-0.29982103653879977
160128450,171870,2008/02/29 05:00:00+00,2,1966.0,771.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,250472,-0.25448023541628234
160128450,1685700,2006/06/09 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,2623560,4.330193634549741
160128460,164900,2007/05/21 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,249482,-0.25639286028787006
160128460,180000,2019/10/21 04:00:00+00,2,1966.0,854.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,220868,-0.3116735149096994
160128470,129900,2006/05/31 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171,-0.34779507776230106
